Movie_Name,rank,vizinho,sim
Female Prisoner #701: Scorpion (Joshuu 701-gô: Sasori) (1972),6,Don't Torture a Duckling (Non si sevizia un paperino) (1972),0.24371883273124695
Female Prisoner #701: Scorpion (Joshuu 701-gô: Sasori) (1972),7,Riki-Oh: The Story of Ricky (Lik Wong) (1991),0.24061396718025208
Female Prisoner #701: Scorpion (Joshuu 701-gô: Sasori) (1972),8,"Sandglass, The (Sanatorium pod klepsydra) (1973)",0.23985742032527924
Female Prisoner #701: Scorpion (Joshuu 701-gô: Sasori) (1972),9,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),0.23723018169403076
Female Prisoner #701: Scorpion (Joshuu 701-gô: Sasori) (1972),10,Three Outlaw Samurai (Sanbiki no samurai) (1964),0.23641034960746765
Female Trouble (1975),1,Desperate Living (1977),0.47955161333084106
Female Trouble (1975),2,Polyester (1981),0.4347226619720459
Female Trouble (1975),3,Pink Flamingos (1972),0.3376304507255554
Female Trouble (1975),4,Divine Trash (1998),0.258307546377182
Female Trouble (1975),5,"Dirty Shame, A (2004)",0.22682185471057892
Female Trouble (1975),6,Cecil B. DeMented (2000),0.18314820528030396
Female Trouble (1975),7,Beyond the Valley of the Dolls (1970),0.1813669055700302
Female Trouble (1975),8,God told Me To (1976),0.1723180115222931
Female Trouble (1975),9,Hairspray (1988),0.16749978065490723
Female Trouble (1975),10,Eating Raoul (1982),0.1624946892261505
Femme Fatale (2002),1,Blow Out (1981),0.243073970079422
Femme Fatale (2002),2,Dressed to Kill (1980),0.23453733325004578
Femme Fatale (2002),3,Auto Focus (2002),0.23166730999946594
Femme Fatale (2002),4,Spartan (2004),0.22307047247886658
Femme Fatale (2002),5,Body Double (1984),0.22115878760814667
Femme Fatale (2002),6,Swimming Pool (2003),0.22108139097690582
Femme Fatale (2002),7,Heist (2001),0.21740145981311798
Femme Fatale (2002),8,In the Cut (2003),0.20749591290950775
Femme Fatale (2002),9,Changing Lanes (2002),0.20675979554653168
Femme Fatale (2002),10,Blood Work (2002),0.20552867650985718
"Femme Nikita, La (Nikita) (1990)",1,Blade Runner (1982),0.3330279588699341
"Femme Nikita, La (Nikita) (1990)",2,L.A. Confidential (1997),0.32765451073646545
"Femme Nikita, La (Nikita) (1990)",3,Unforgiven (1992),0.32449811697006226
"Femme Nikita, La (Nikita) (1990)",4,"Terminator, The (1984)",0.32286274433135986
"Femme Nikita, La (Nikita) (1990)",5,Alien (1979),0.3215522766113281
"Femme Nikita, La (Nikita) (1990)",6,"Fish Called Wanda, A (1988)",0.3212833106517792
"Femme Nikita, La (Nikita) (1990)",7,Aliens (1986),0.31660813093185425
"Femme Nikita, La (Nikita) (1990)",8,"Crying Game, The (1992)",0.311816930770874
"Femme Nikita, La (Nikita) (1990)",9,Brazil (1985),0.30877113342285156
"Femme Nikita, La (Nikita) (1990)",10,Reservoir Dogs (1992),0.306975394487381
Fences (2016),1,Manchester by the Sea (2016),0.3069712817668915
Fences (2016),2,Moonlight,0.3062100112438202
Fences (2016),3,Loving (2016),0.29328206181526184
Fences (2016),4,Jackie (2016),0.28184962272644043
Fences (2016),5,Lion (2016),0.28077641129493713
Fences (2016),6,Silence (2016),0.2770671546459198
Fences (2016),7,Hell or High Water (2016),0.27026721835136414
Fences (2016),8,Selma (2014),0.2419409602880478
Fences (2016),9,Hidden Figures (2016),0.24145954847335815
Fences (2016),10,La La Land (2016),0.23042000830173492
Ferdinand (2017),1,Peter Rabbit (2018),0.2608242332935333
Ferdinand (2017),2,Storks (2016),0.23651033639907837
Ferdinand (2017),3,Smallfoot (2018),0.232021763920784
Ferdinand (2017),4,The Boss Baby (2017),0.22436650097370148
Ferdinand (2017),5,Early Man (2018),0.2160457968711853
Ferdinand (2017),6,Despicable Me 3 (2017),0.2147674560546875
Ferdinand (2017),7,Hotel Transylvania 3: Summer Vacation (2018),0.21260055899620056
Ferdinand (2017),8,Sing (2016),0.2119576334953308
Ferdinand (2017),9,Ralph Breaks the Internet (2018),0.20747753977775574
Ferdinand (2017),10,Trolls (2016),0.19471195340156555
Ferdinand the Bull (1938),1,Three Little Pigs (1933),0.417916864156723
Ferdinand the Bull (1938),2,The Skeleton Dance (1929),0.32868778705596924
Ferdinand the Bull (1938),3,Mickey's Trailer (1938),0.32147708535194397
Ferdinand the Bull (1938),4,"Cat Concerto, The (1947)",0.23574766516685486
Ferdinand the Bull (1938),5,Rabbit Fire (1951),0.20008409023284912
Ferdinand the Bull (1938),6,One Froggy Evening (1955),0.19784492254257202
Ferdinand the Bull (1938),7,"Fuehrer's Face, Der (1942)",0.1926123946905136
Ferdinand the Bull (1938),8,Rocks (Das Rad) (2003),0.18756917119026184
Ferdinand the Bull (1938),9,Rabbit Seasoning (1952),0.18305987119674683
Ferdinand the Bull (1938),10,Rabbit of Seville (1950),0.17957907915115356
Fermat's Room (La habitación de Fermat) (2007),1,Exam (2009),0.2133384495973587
Fermat's Room (La habitación de Fermat) (2007),2,"Method, The (Método, El) (2005)",0.1682114452123642
Fermat's Room (La habitación de Fermat) (2007),3,"Timecrimes (Cronocrímenes, Los) (2007)",0.14976225793361664
Fermat's Room (La habitación de Fermat) (2007),4,Buried (2010),0.13682658970355988
Fermat's Room (La habitación de Fermat) (2007),5,Triangle (2009),0.1341666281223297
Fermat's Room (La habitación de Fermat) (2007),6,Cube 2: Hypercube (2002),0.13236796855926514
Fermat's Room (La habitación de Fermat) (2007),7,13 Beloved (13 game sayawng) (2006),0.13062918186187744
Fermat's Room (La habitación de Fermat) (2007),8,Antibodies (Antikörper) (2005),0.12414218485355377
Fermat's Room (La habitación de Fermat) (2007),9,Unknown (2006),0.1211717277765274
Fermat's Room (La habitación de Fermat) (2007),10,Cube Zero (2004),0.12062837183475494
Ferngully: The Last Rainforest (1992),1,"Land Before Time, The (1988)",0.36945441365242004
Ferngully: The Last Rainforest (1992),2,"Brave Little Toaster, The (1987)",0.3143041133880615
Ferngully: The Last Rainforest (1992),3,All Dogs Go to Heaven (1989),0.31120699644088745
Ferngully: The Last Rainforest (1992),4,"Rescuers Down Under, The (1990)",0.29955413937568665
Ferngully: The Last Rainforest (1992),5,"Great Mouse Detective, The (1986)",0.28279638290405273
Ferngully: The Last Rainforest (1992),6,"Rescuers, The (1977)",0.27602410316467285
Ferngully: The Last Rainforest (1992),7,"American Tail: Fievel Goes West, An (1991)",0.2725178301334381
Ferngully: The Last Rainforest (1992),8,Hocus Pocus (1993),0.2626552879810333
Ferngully: The Last Rainforest (1992),9,"American Tail, An (1986)",0.2613259553909302
Ferngully: The Last Rainforest (1992),10,Robin Hood (1973),0.2528126537799835
Ferris Bueller's Day Off (1986),1,"Breakfast Club, The (1985)",0.5868980884552002
Ferris Bueller's Day Off (1986),2,Ghostbusters (a.k.a. Ghost Busters) (1984),0.5482194423675537
Ferris Bueller's Day Off (1986),3,Back to the Future (1985),0.5364583134651184
Ferris Bueller's Day Off (1986),4,Big (1988),0.5321171879768372
Ferris Bueller's Day Off (1986),5,Groundhog Day (1993),0.5227388143539429
Ferris Bueller's Day Off (1986),6,"Princess Bride, The (1987)",0.5225435495376587
Ferris Bueller's Day Off (1986),7,Airplane! (1980),0.5115672945976257
Ferris Bueller's Day Off (1986),8,Stand by Me (1986),0.49454835057258606
Ferris Bueller's Day Off (1986),9,Office Space (1999),0.4938802123069763
Ferris Bueller's Day Off (1986),10,Monty Python and the Holy Grail (1975),0.4867067039012909
Festival Express (2003),1,Neil Young: Heart of Gold (2006),0.25706037878990173
Festival Express (2003),2,Monterey Pop (1968),0.1986090987920761
Festival Express (2003),3,Don't Look Back (1967),0.1949532926082611
Festival Express (2003),4,"Grateful Dead Movie, The (1977)",0.19144384562969208
Festival Express (2003),5,Woodstock (1970),0.18816101551055908
Festival Express (2003),6,Grateful Dawg (2000),0.18773521482944489
Festival Express (2003),7,"U.S. vs. John Lennon, The (2006)",0.1782325804233551
Festival Express (2003),8,Mayor of the Sunset Strip (2003),0.1690504252910614
Festival Express (2003),9,Gimme Shelter (1970),0.1682586967945099
Festival Express (2003),10,When You're Strange (2009),0.15857359766960144
Festival in Cannes (2001),1,My Wife is an Actress (Ma Femme est une Actrice) (2001),0.1697106659412384
Festival in Cannes (2001),2,Sunshine State (2002),0.15286089479923248
Festival in Cannes (2001),3,"Boost, The (1988)",0.15200425684452057
Festival in Cannes (2001),4,"Lawless Heart, The (2003)",0.1518998146057129
Festival in Cannes (2001),5,Lucie Aubrac (1997),0.14652284979820251
Festival in Cannes (2001),6,Laurel Canyon (2002),0.1441660374403
Festival in Cannes (2001),7,Lisa Picard is Famous (a.k.a. Famous) (2000),0.14271296560764313
Festival in Cannes (2001),8,Personal Velocity (2002),0.14256420731544495
Festival in Cannes (2001),9,"White Countess, The (2005)",0.13982965052127838
Festival in Cannes (2001),10,Love Field (1992),0.13602229952812195
Fever Pitch (1997),1,Fever Pitch (2005),0.12474190443754196
Fever Pitch (1997),2,Brassed Off (1996),0.1243332251906395
Fever Pitch (1997),3,Shooting Fish (1997),0.11405668407678604
Fever Pitch (1997),4,"Life Less Ordinary, A (1997)",0.10357283055782318
Fever Pitch (1997),5,Peter's Friends (1992),0.10114957392215729
Fever Pitch (1997),6,"Very Thought of You, The (1998)",0.09982835501432419
Fever Pitch (1997),7,Hope Springs (2003),0.09952986985445023
Fever Pitch (1997),8,"Truly, Madly, Deeply (1991)",0.09754052013158798
Fever Pitch (1997),9,"Commitments, The (1991)",0.0964246466755867
Fever Pitch (1997),10,"He Said, She Said (1991)",0.09632376581430435
Fever Pitch (2005),1,"Family Stone, The (2005)",0.28240856528282166
Fever Pitch (2005),2,In Good Company (2004),0.28030791878700256
Fever Pitch (2005),3,Must Love Dogs (2005),0.2667391896247864
Fever Pitch (2005),4,Spanglish (2004),0.26205843687057495
Fever Pitch (2005),5,Just Like Heaven (2005),0.2493765950202942
Fever Pitch (2005),6,In Her Shoes (2005),0.24892404675483704
Fever Pitch (2005),7,"Break-Up, The (2006)",0.24342522025108337
Fever Pitch (2005),8,Wimbledon (2004),0.23751895129680634
Fever Pitch (2005),9,Jersey Girl (2004),0.23307892680168152
Fever Pitch (2005),10,Red Eye (2005),0.23152777552604675
"Few Best Men, A (2011)",1,Nothing to Declare (Rien à déclarer) (2010),0.1210876852273941
"Few Best Men, A (2011)",2,Soulless (2012),0.1187986359000206
"Few Best Men, A (2011)",3,Sex and Death 101 (2007),0.10708557814359665
"Few Best Men, A (2011)",4,Burke and Hare (2010),0.10494237393140793
"Few Best Men, A (2011)",5,Dean Spanley (2008),0.10453527420759201
"Few Best Men, A (2011)",6,Wakefield (2017),0.10269661992788315
"Few Best Men, A (2011)",7,Metro (2013),0.10169577598571777
"Few Best Men, A (2011)",8,"Baytown Outlaws, The (2012)",0.09935444593429565
"Few Best Men, A (2011)",9,Ten Minutes Older: The Trumpet (2002),0.09621299058198929
"Few Best Men, A (2011)",10,"Perfect Plan, A (Plan parfait, Un) (2012)",0.09480339288711548
"Few Good Men, A (1992)",1,As Good as It Gets (1997),0.45039960741996765
"Few Good Men, A (1992)",2,"Hunt for Red October, The (1990)",0.44369417428970337
"Few Good Men, A (1992)",3,Lethal Weapon (1987),0.4370003640651703
"Few Good Men, A (1992)",4,Jerry Maguire (1996),0.4335993528366089
"Few Good Men, A (1992)",5,Rain Man (1988),0.4316321313381195
"Few Good Men, A (1992)",6,Good Will Hunting (1997),0.4311295449733734
"Few Good Men, A (1992)",7,"Untouchables, The (1987)",0.42385342717170715
"Few Good Men, A (1992)",8,My Cousin Vinny (1992),0.4133824110031128
"Few Good Men, A (1992)",9,Saving Private Ryan (1998),0.41268905997276306
"Few Good Men, A (1992)",10,Big (1988),0.4053517282009125
Fiddler on the Roof (1971),1,My Fair Lady (1964),0.307180255651474
Fiddler on the Roof (1971),2,"King and I, The (1956)",0.30677688121795654
Fiddler on the Roof (1971),3,"Sound of Music, The (1965)",0.29333844780921936
Fiddler on the Roof (1971),4,West Side Story (1961),0.2856815755367279
Fiddler on the Roof (1971),5,Funny Girl (1968),0.26464787125587463
Fiddler on the Roof (1971),6,Mary Poppins (1964),0.26299726963043213
Fiddler on the Roof (1971),7,Tootsie (1982),0.2600305676460266
Fiddler on the Roof (1971),8,"Music Man, The (1962)",0.2571725845336914
Fiddler on the Roof (1971),9,Singin' in the Rain (1952),0.25469857454299927
Fiddler on the Roof (1971),10,White Christmas (1954),0.25439023971557617
Fidel (2001),1,Berkeley in the '60s (1990),0.18285007774829865
Fidel (2001),2,Unprecedented: The 2000 Presidential Election (2002),0.1264931857585907
Fidel (2001),3,Guerrilla: The Taking of Patty Hearst (2004),0.1259804666042328
Fidel (2001),4,"Man in the Glass Booth, The (1975)",0.12568853795528412
Fidel (2001),5,Watch on the Rhine (1943),0.12383991479873657
Fidel (2001),6,Inside Moves (1980),0.12063298374414444
Fidel (2001),7,Chicago 10 (2007),0.11449173092842102
Fidel (2001),8,Executive Suite (1954),0.1137886717915535
Fidel (2001),9,Sudden Fear (1952),0.11185290664434433
Fidel (2001),10,Hester Street (1975),0.11179289221763611
Fido (2006),1,Slither (2006),0.24359796941280365
Fido (2006),2,Diary of the Dead (2007),0.24200986325740814
Fido (2006),3,Dead Snow (Død snø) (2009),0.23238743841648102
Fido (2006),4,Black Sheep (2006),0.22358310222625732
Fido (2006),5,Pontypool (2008),0.2226993441581726
Fido (2006),6,Planet Terror (2007),0.2108723223209381
Fido (2006),7,Severance (2006),0.20982204377651215
Fido (2006),8,Land of the Dead (2005),0.2016540765762329
Fido (2006),9,Splinter (2008),0.19880081713199615
Fido (2006),10,Feast (2005),0.19146811962127686
"Field in England, A (2013)",1,Kill List (2011),0.29154956340789795
"Field in England, A (2013)",2,Sightseers (2012),0.2462206333875656
"Field in England, A (2013)",3,Berberian Sound Studio (2012),0.21205703914165497
"Field in England, A (2013)",4,High Rise (2015),0.17962612211704254
"Field in England, A (2013)",5,Beyond the Black Rainbow (2010),0.17283464968204498
"Field in England, A (2013)",6,The Borderlands (2013),0.17218396067619324
"Field in England, A (2013)",7,"Sandglass, The (Sanatorium pod klepsydra) (1973)",0.167183518409729
"Field in England, A (2013)",8,Cigarette Burns (2005),0.1666751503944397
"Field in England, A (2013)",9,Wake in Fright (1971),0.16454298794269562
"Field in England, A (2013)",10,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),0.162476047873497
Field of Dreams (1989),1,E.T. the Extra-Terrestrial (1982),0.42848917841911316
Field of Dreams (1989),2,Dead Poets Society (1989),0.412800133228302
Field of Dreams (1989),3,Big (1988),0.40691640973091125
Field of Dreams (1989),4,Stand by Me (1986),0.40677890181541443
Field of Dreams (1989),5,When Harry Met Sally... (1989),0.4061388373374939
Field of Dreams (1989),6,Top Gun (1986),0.4024944305419922
Field of Dreams (1989),7,It's a Wonderful Life (1946),0.3956199288368225
Field of Dreams (1989),8,"Wizard of Oz, The (1939)",0.39550015330314636
Field of Dreams (1989),9,Driving Miss Daisy (1989),0.3910443186759949
Field of Dreams (1989),10,"Few Good Men, A (1992)",0.38927027583122253
"Field, The (1990)",1,True Confessions (1981),0.24013061821460724
"Field, The (1990)",2,Gardens of Stone (1987),0.18667550384998322
"Field, The (1990)",3,Jacknife (1989),0.18053504824638367
"Field, The (1990)",4,Nicholas and Alexandra (1971),0.1784227341413498
"Field, The (1990)",5,"Fugitive Kind, The (1959)",0.17831216752529144
"Field, The (1990)",6,Pursued (1947),0.17768363654613495
"Field, The (1990)",7,"Counterfeit Traitor, The (1962)",0.17351174354553223
"Field, The (1990)",8,"Border, The (1982)",0.17129205167293549
"Field, The (1990)",9,"Hindenburg, The (1975)",0.17069679498672485
"Field, The (1990)",10,Sweet Dreams (1985),0.16963978111743927
"Fiendish Plot of Dr. Fu Manchu, The (1980)",1,Gung Ho (1986),0.15533000230789185
"Fiendish Plot of Dr. Fu Manchu, The (1980)",2,Under the Rainbow (1981),0.15124565362930298
"Fiendish Plot of Dr. Fu Manchu, The (1980)",3,Young Doctors in Love (1982),0.14732353389263153
"Fiendish Plot of Dr. Fu Manchu, The (1980)",4,Dead Men Don't Wear Plaid (1982),0.14730794727802277
"Fiendish Plot of Dr. Fu Manchu, The (1980)",5,Night Shift (1982),0.14607290923595428
"Fiendish Plot of Dr. Fu Manchu, The (1980)",6,"Man with Two Brains, The (1983)",0.13890621066093445
"Fiendish Plot of Dr. Fu Manchu, The (1980)",7,Popeye (1980),0.1384645700454712
"Fiendish Plot of Dr. Fu Manchu, The (1980)",8,Ruthless People (1986),0.13580633699893951
"Fiendish Plot of Dr. Fu Manchu, The (1980)",9,Fletch Lives (1989),0.1329512745141983
"Fiendish Plot of Dr. Fu Manchu, The (1980)",10,Vibes (1988),0.13200348615646362
Fierce Creatures (1997),1,"Fish Called Wanda, A (1988)",0.21624265611171722
Fierce Creatures (1997),2,In & Out (1997),0.21159720420837402
Fierce Creatures (1997),3,Mars Attacks! (1996),0.20992141962051392
Fierce Creatures (1997),4,My Fellow Americans (1996),0.19026292860507965
Fierce Creatures (1997),5,Grosse Pointe Blank (1997),0.18953031301498413
Fierce Creatures (1997),6,"Addams Family, The (1991)",0.1853235512971878
Fierce Creatures (1997),7,"Frighteners, The (1996)",0.18350933492183685
Fierce Creatures (1997),8,Michael (1996),0.17955783009529114
Fierce Creatures (1997),9,Batman Returns (1992),0.17950601875782013
Fierce Creatures (1997),10,"Full Monty, The (1997)",0.17825095355510712
Fierce People (2005),1,Light Sleeper (1992),0.13543647527694702
Fierce People (2005),2,My One and Only (2009),0.13209132850170135
Fierce People (2005),3,Trucker (2008),0.13098248839378357
Fierce People (2005),4,Fay Grim (2006),0.12484890967607498
Fierce People (2005),5,"Safety of Objects, The (2001)",0.12408705800771713
Fierce People (2005),6,XX/XY (2002),0.12353017181158066
Fierce People (2005),7,"Amateurs, The (Moguls, The) (2005)",0.1231587678194046
Fierce People (2005),8,2:37 (2006),0.12310267984867096
Fierce People (2005),9,Taking Woodstock (2009),0.11558516323566437
Fierce People (2005),10,Lonesome Jim (2005),0.11511743068695068
"Fifth Element, The (1997)",1,Men in Black (a.k.a. MIB) (1997),0.6048070192337036
"Fifth Element, The (1997)",2,"Matrix, The (1999)",0.5725986957550049
"Fifth Element, The (1997)",3,"Terminator, The (1984)",0.5589237213134766
"Fifth Element, The (1997)",4,Total Recall (1990),0.5416785478591919
"Fifth Element, The (1997)",5,Back to the Future (1985),0.5274325013160706
"Fifth Element, The (1997)",6,Star Wars: Episode VI - Return of the Jedi (1983),0.5240525007247925
"Fifth Element, The (1997)",7,Star Wars: Episode V - The Empire Strikes Back (1980),0.5222640037536621
"Fifth Element, The (1997)",8,Alien (1979),0.5166882872581482
"Fifth Element, The (1997)",9,Terminator 2: Judgment Day (1991),0.5163660049438477
"Fifth Element, The (1997)",10,X-Men (2000),0.5159454941749573
"Fifth Estate, The (2013)",1,Kill the Messenger (2014),0.18815740942955017
"Fifth Estate, The (2013)",2,Paranoia (2013),0.1757112741470337
"Fifth Estate, The (2013)",3,Jobs (2013),0.169217050075531
"Fifth Estate, The (2013)",4,Runner Runner (2013),0.16918569803237915
"Fifth Estate, The (2013)",5,"Counselor, The (2013)",0.16422712802886963
"Fifth Estate, The (2013)",6,Arbitrage (2012),0.15877443552017212
"Fifth Estate, The (2013)",7,Trespass (2011),0.15650318562984467
"Fifth Estate, The (2013)",8,Lawless (2012),0.15580470860004425
"Fifth Estate, The (2013)",9,Trance (2013),0.15374983847141266
"Fifth Estate, The (2013)",10,3 Days to Kill (2014),0.15341970324516296
Fifty Dead Men Walking (2008),1,Flame and Citron (Flammen & Citronen) (2008),0.19751277565956116
Fifty Dead Men Walking (2008),2,"Escapist, The (2008)",0.19021031260490417
Fifty Dead Men Walking (2008),3,Five Minutes of Heaven (2009),0.17168539762496948
Fifty Dead Men Walking (2008),4,Max Manus (2008),0.1578740030527115
Fifty Dead Men Walking (2008),5,"Messenger, The (2009)",0.15132981538772583
Fifty Dead Men Walking (2008),6,Trade (2007),0.15041081607341766
Fifty Dead Men Walking (2008),7,Antibodies (Antikörper) (2005),0.14888788759708405
Fifty Dead Men Walking (2008),8,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",0.14886875450611115
Fifty Dead Men Walking (2008),9,North Face (Nordwand) (2008),0.14411012828350067
Fifty Dead Men Walking (2008),10,Brooklyn's Finest (2010),0.14377690851688385
Fifty Pills (2006),1,"Alibi, The (Lies and Alibis) (2006)",0.17972370982170105
Fifty Pills (2006),2,Flakes (2007),0.16762584447860718
Fifty Pills (2006),3,Fun Size (2012),0.1647283434867859
Fifty Pills (2006),4,Bart Got a Room (2008),0.16235792636871338
Fifty Pills (2006),5,Elektra Luxx (2010),0.15620972216129303
Fifty Pills (2006),6,All Cheerleaders Die (2013),0.15515881776809692
Fifty Pills (2006),7,Vamps (2012),0.1503833830356598
Fifty Pills (2006),8,Man About Town (2006),0.14828000962734222
Fifty Pills (2006),9,"Lucky Ones, The (2008)",0.14679107069969177
Fifty Pills (2006),10,Who's Your Caddy? (2007),0.14552882313728333
Fifty Shades Darker (2017),1,Fifty Shades Freed (2018),0.49466976523399353
Fifty Shades Darker (2017),2,Fifty Shades of Grey (2015),0.4571172297000885
Fifty Shades Darker (2017),3,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",0.21965235471725464
Fifty Shades Darker (2017),4,Beauty and the Beast (2017),0.21193139255046844
Fifty Shades Darker (2017),5,Me Before You (2016),0.20828057825565338
Fifty Shades Darker (2017),6,Bad Moms (2016),0.20731043815612793
Fifty Shades Darker (2017),7,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",0.19657498598098755
Fifty Shades Darker (2017),8,The Space Between Us (2016),0.1936139464378357
Fifty Shades Darker (2017),9,"Twilight Saga: Eclipse, The (2010)",0.18990594148635864
Fifty Shades Darker (2017),10,Baywatch (2017),0.18736796081066132
Fifty Shades Freed (2018),1,Fifty Shades Darker (2017),0.49466976523399353
Fifty Shades Freed (2018),2,Fifty Shades of Grey (2015),0.3368738293647766
Fifty Shades Freed (2018),3,Maze Runner: The Death Cure (2018),0.18832717835903168
Fifty Shades Freed (2018),4,The Princess Switch (2018),0.18789948523044586
Fifty Shades Freed (2018),5,The Kissing Booth (2018),0.18655142188072205
Fifty Shades Freed (2018),6,A Christmas Prince: The Royal Wedding (2018),0.1827206164598465
Fifty Shades Freed (2018),7,The Perfect Date,0.16608743369579315
Fifty Shades Freed (2018),8,The Space Between Us (2016),0.16182588040828705
Fifty Shades Freed (2018),9,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",0.15962085127830505
Fifty Shades Freed (2018),10,The Spy Who Dumped Me (2018),0.15942245721817017
Fifty Shades of Black (2016),1,Naked (2017),0.17716066539287567
Fifty Shades of Black (2016),2,Norm of the North (2016),0.16403332352638245
Fifty Shades of Black (2016),3,Ride Along 2 (2016),0.1391947865486145
Fifty Shades of Black (2016),4,Friend Request (2016),0.13182412087917328
Fifty Shades of Black (2016),5,Boo! A Madea Halloween (2016),0.12007355690002441
Fifty Shades of Black (2016),6,Father Figures (2017),0.11907465755939484
Fifty Shades of Black (2016),7,Little Man (2006),0.11619262397289276
Fifty Shades of Black (2016),8,A Bad Moms Christmas (2017),0.11375555396080017
Fifty Shades of Black (2016),9,I Feel Pretty (2018),0.10662280023097992
Fifty Shades of Black (2016),10,Khottabych (2006),0.10532410442829132
Fifty Shades of Grey (2015),1,Fifty Shades Darker (2017),0.4571172297000885
Fifty Shades of Grey (2015),2,Fifty Shades Freed (2018),0.3368738293647766
Fifty Shades of Grey (2015),3,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",0.24488504230976105
Fifty Shades of Grey (2015),4,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",0.23573006689548492
Fifty Shades of Grey (2015),5,"Twilight Saga: Eclipse, The (2010)",0.23539553582668304
Fifty Shades of Grey (2015),6,The Fault in Our Stars (2014),0.22875335812568665
Fifty Shades of Grey (2015),7,The Age of Adaline (2015),0.2229234278202057
Fifty Shades of Grey (2015),8,Insurgent (2015),0.22078563272953033
Fifty Shades of Grey (2015),9,"Twilight Saga: New Moon, The (2009)",0.2177046835422516
Fifty Shades of Grey (2015),10,Friends with Benefits (2011),0.21700994670391083
Fight Club (1999),1,"Matrix, The (1999)",0.6875998377799988
Fight Club (1999),2,Memento (2000),0.6427345871925354
Fight Club (1999),3,American Beauty (1999),0.6227374076843262
Fight Club (1999),4,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.6150259375572205
Fight Club (1999),5,Pulp Fiction (1994),0.6134723424911499
Fight Club (1999),6,American History X (1998),0.6099163293838501
Fight Club (1999),7,"Lord of the Rings: The Return of the King, The (2003)",0.5940053462982178
Fight Club (1999),8,Kill Bill: Vol. 1 (2003),0.5910500288009644
Fight Club (1999),9,"Lord of the Rings: The Two Towers, The (2002)",0.5897570252418518
Fight Club (1999),10,"Dark Knight, The (2008)",0.58758145570755
"Fighter, The (2010)",1,"Town, The (2010)",0.4358363747596741
"Fighter, The (2010)",2,Moneyball (2011),0.41481101512908936
"Fighter, The (2010)",3,Warrior (2011),0.41199618577957153
"Fighter, The (2010)",4,True Grit (2010),0.3990606367588043
"Fighter, The (2010)",5,"Social Network, The (2010)",0.39079907536506653
"Fighter, The (2010)",6,"Wrestler, The (2008)",0.3870764970779419
"Fighter, The (2010)",7,Drive (2011),0.3787151575088501
"Fighter, The (2010)",8,"Hurt Locker, The (2008)",0.3756285011768341
"Fighter, The (2010)",9,127 Hours (2010),0.3584887385368347
"Fighter, The (2010)",10,American Hustle (2013),0.35753822326660156
Fighting (2009),1,Never Back Down (2008),0.1677081435918808
Fighting (2009),2,Stop-Loss (2008),0.1408085972070694
Fighting (2009),3,"Losers, The (2010)",0.14076346158981323
Fighting (2009),4,Lakeview Terrace (2008),0.13264615833759308
Fighting (2009),5,Miracle at St. Anna (2008),0.1264839917421341
Fighting (2009),6,Killshot (2008),0.12632843852043152
Fighting (2009),7,Faster (2010),0.1260645091533661
Fighting (2009),8,Edge of Darkness (2010),0.12550042569637299
Fighting (2009),9,"Brave One, The (2007)",0.12499278038740158
Fighting (2009),10,Pride and Glory (2008),0.12457400560379028
"Fighting Seabees, The (1944)",1,Flying Tigers (1942),0.5037829875946045
"Fighting Seabees, The (1944)",2,Dark Command (1940),0.2611194849014282
"Fighting Seabees, The (1944)",3,"Bridge at Remagen, The (1969)",0.2572019100189209
"Fighting Seabees, The (1944)",4,Pork Chop Hill (1959),0.2501080334186554
"Fighting Seabees, The (1944)",5,Halls of Montezuma (1950),0.23873242735862732
"Fighting Seabees, The (1944)",6,Angel and the Badman (1947),0.2374449521303177
"Fighting Seabees, The (1944)",7,"Devil's Brigade, The (1968)",0.23695680499076843
"Fighting Seabees, The (1944)",8,Captain Horatio Hornblower R.N. (1951),0.22465357184410095
"Fighting Seabees, The (1944)",9,"Horse Soldiers, The (1959)",0.2236907035112381
"Fighting Seabees, The (1944)",10,Force 10 from Navarone (1978),0.21742036938667297
"Fighting Sullivans, The (Sullivans, The) (1944)",1,Back to Bataan (1945),0.29087552428245544
"Fighting Sullivans, The (Sullivans, The) (1944)",2,"Objective, Burma! (1945)",0.2839459180831909
"Fighting Sullivans, The (Sullivans, The) (1944)",3,Since You Went Away (1944),0.28325557708740234
"Fighting Sullivans, The (Sullivans, The) (1944)",4,Drums Along the Mohawk (1939),0.2781387269496918
"Fighting Sullivans, The (Sullivans, The) (1944)",5,Wake Island (1942),0.25628551840782166
"Fighting Sullivans, The (Sullivans, The) (1944)",6,Sands of Iwo Jima (1949),0.24829447269439697
"Fighting Sullivans, The (Sullivans, The) (1944)",7,Northwest Passage (1940),0.2482023686170578
