Movie_Name,title,year,genres,sum_rating,count,avg_rating,weighted_rating
5th Day of Peace (Dio è con noi) (1969),5th Day of Peace (Dio è con noi),1969.0,Drama|War,12.0,5,2.4,2.99146973665589
"5th Musketeer, The (a.k.a. Fifth Musketeer, The) (1979)","5th Musketeer, The (a.k.a. Fifth Musketeer, The)",1979.0,Adventure,133.5,45,2.966666666666667,3.013923523653017
5th Passenger (2018),5th Passenger,2018.0,Sci-Fi,19.0,8,2.375,2.947593976434386
5th Street (2013),5th Street,2013.0,Action|Crime,7.5,3,2.5,3.028543223488685
5up 2down (Getting High) (5 Up 2 Down) (2006),5up 2down (Getting High) (5 Up 2 Down),2006.0,Drama,5.5,2,2.75,3.054916126655061
5x2 (2004),5x2,2004.0,Drama|Romance,484.0,147,3.292517006802721,3.2480528746714534
6 Balloons (2018),6 Balloons,2018.0,Drama,41.5,15,2.7666666666666666,2.983494787298988
6 Below: Miracle on the Mountain (2017),6 Below: Miracle on the Mountain,2017.0,Drama|Thriller,85.0,26,3.269230769230769,3.153043316500752
6 Days (2017),6 Days,2017.0,Action,201.5,63,3.1984126984126986,3.151417289395474
6 Days to Air: The Making of South Park (2011),6 Days to Air: The Making of South Park,2011.0,Documentary,487.0,135,3.6074074074074076,3.492103075229927
"6 Month Rule (Six Month Rule, The) (2011)","6 Month Rule (Six Month Rule, The)",2011.0,Comedy,7.5,2,3.75,3.106198177937112
6 Points About Emma (2011),6 Points About Emma,2011.0,Drama,3.0,1,3.0,3.0695191826196684
6 Souls (Shelter) (2010),6 Souls (Shelter),2010.0,Horror|Mystery|Thriller,455.0,148,3.074324324324324,3.073739075348905
6 Ways to Die (2015),6 Ways to Die,2015.0,Action|Crime|Thriller,18.0,5,3.6,3.134326879513033
6 Years (2015),6 Years,2015.0,Drama|Romance,148.0,46,3.217391304347826,3.152309987223463
6-5=2 (2013),6-5=2,2013.0,Adventure|Horror|Mystery,3.0,1,3.0,3.0695191826196684
6-Headed Shark Attack (2018),6-Headed Shark Attack,2018.0,Action|Horror|Sci-Fi,2.0,2,1.0,2.965172536911471
6.5 Toman Per Meter (2019),6.5 Toman Per Meter,2019.0,Drama,7.5,3,2.5,3.028543223488685
600 Miles (2015),600 Miles,2015.0,Drama|Thriller,57.0,17,3.3529411764705883,3.1600320173990264
61* (2001),61*,2001.0,Drama,769.5,211,3.646919431279621,3.5610553586272076
616: Paranormal Incident (2013),616: Paranormal Incident,2013.0,Horror,14.5,6,2.4166666666666665,2.980040207896451
63 Up (2019),63 Up,2019.0,Documentary,14.5,5,2.9,3.0509935461796998
633 Squadron (1964),633 Squadron,1964.0,Drama|War,133.0,41,3.2439024390243905,3.162073447942915
638 Ways to Kill Castro (2006),638 Ways to Kill Castro,2006.0,Documentary,8.5,3,2.8333333333333335,3.053543223488685
64: Part 1 (2016),64: Part 1,2016.0,Mystery,4.0,1,4.0,3.0958349720933525
64: Part 2 (2016),64: Part 2,2016.0,Mystery,3.5,1,3.5,3.0826770773565104
66 Scenes From America (1982),66 Scenes From America,1982.0,Documentary,14.0,4,3.5,3.1132129009645704
666 Revealed (2006),666 Revealed,2006.0,Documentary,2.0,2,1.0,2.965172536911471
666: The Beast (2007),666: The Beast,2007.0,Horror|Thriller,4.0,2,2.0,3.0164545881935227
68 Kill (2017),68 Kill,2017.0,Comedy|Crime,42.0,15,2.8,2.9931101719143727
69 (2004),69,2004.0,Drama,3.5,1,3.5,3.0826770773565104
6A,6A,,(no genres listed),6.0,2,3.0,3.067736639475574
6ixtynin9 (Ruang Talok 69) (1999),6ixtynin9 (Ruang Talok 69),1999.0,Action|Comedy|Thriller,227.0,69,3.289855072463768,3.213601216410824
"6th Day, The (2000)","6th Day, The",2000.0,Action|Sci-Fi|Thriller,15883.0,5343,2.972674527419053,2.973353481215529
"6th Man, The (Sixth Man, The) (1997)","6th Man, The (Sixth Man, The)",1997.0,Comedy,965.0,353,2.73371104815864,2.7657480229219162
7 Boxes (2012),7 Boxes,2012.0,Thriller,93.0,26,3.576923076923077,3.2800274434848795
7 Chinese Brothers (2015),7 Chinese Brothers,2015.0,Comedy,37.5,11,3.409090909090909,3.148786019573904
7 Days (Les 7 jours du talion) (2010),7 Days (Les 7 jours du talion),2010.0,Thriller,103.0,31,3.3225806451612905,3.185907778522756
7 Days in Entebbe (2018),7 Days in Entebbe,2018.0,Drama|Thriller,140.0,50,2.8,2.9154221717189355
7 Days in Havana (2012),7 Days in Havana,2012.0,Drama,70.5,22,3.2045454545454546,3.1210462532126675
7 Days in Hell (2015),7 Days in Hell,2015.0,Comedy,548.0,165,3.3212121212121213,3.2754541036611253
7 Days in September (2002),7 Days in September,2002.0,(no genres listed),8.5,2,4.25,3.131839203578138
7 Days of Himawari & Her Puppies (2013),7 Days of Himawari & Her Puppies,2013.0,Drama,8.0,2,4.0,3.1190186907576254
7 Dollars on the Red (Sette dollari sul rosso) (1966),7 Dollars on the Red (Sette dollari sul rosso),1966.0,Western,8.5,3,2.8333333333333335,3.053543223488685
7 Dwarves: The Forest Is Not Enough (2006),7 Dwarves: The Forest Is Not Enough,2006.0,Comedy,27.5,12,2.2916666666666665,2.880443447745865
7 Emotions (2018),7 Emotions,2018.0,Comedy|Drama,11.5,3,3.8333333333333335,3.128543223488685
7 Faces of Dr. Lao (1964),7 Faces of Dr. Lao,1964.0,Fantasy|Mystery|Western,298.0,85,3.5058823529411764,3.374112532291372
7 Hours of Violence (1973),7 Hours of Violence,1973.0,Action,6.0,2,3.0,3.067736639475574
7 Khoon Maaf (2011),7 Khoon Maaf,2011.0,Drama|Mystery|Thriller,54.0,20,2.7,2.941082963851709
7 Kilos in 7 Days (1986),7 Kilos in 7 Days,1986.0,(no genres listed),11.0,3,3.6666666666666665,3.116043223488685
7 Kocalı Hürmüz (2009),7 Kocalı Hürmüz,2009.0,Comedy|Romance,10.5,4,2.625,3.027847047306034
7 Main Wishes (2013),7 Main Wishes,2013.0,Comedy|Fantasy|Romance,0.5,1,0.5,3.0037297089354578
7 Men from Now (Seven Men from Now) (1956),7 Men from Now (Seven Men from Now),1956.0,Western,155.5,43,3.616279069767442,3.3642716117443427
7 Minutes (2014),7 Minutes,2014.0,Crime|Drama|Thriller,46.0,15,3.066666666666667,3.0700332488374498
7 Minutes (2016),7 Minutes,2016.0,Drama,3.0,1,3.0,3.0695191826196684
7 Nights Of Darkness (2011),7 Nights Of Darkness,2011.0,Horror,5.5,3,1.8333333333333333,2.978543223488685
7 Plus Seven (1970),7 Plus Seven,1970.0,Documentary,1167.5,294,3.9710884353741496,3.8705188185484816
7 Reasons to Run Away (from Society) (2019),7 Reasons to Run Away (from Society),2019.0,Comedy|Horror,4.5,2,2.25,3.0292751010140355
7 Splinters in Time (2018),7 Splinters in Time,2018.0,Mystery|Sci-Fi|Thriller,16.5,5,3.3,3.098612593798747
7 Virgins (7 vírgenes) (2005),7 Virgins (7 vírgenes),2005.0,Crime|Drama,29.0,10,2.9,3.0349304029690938
7 Wise Dwarfs (1941),7 Wise Dwarfs,1941.0,Animation,8.0,3,2.6666666666666665,3.041043223488685
7 Witches (2017),7 Witches,2017.0,Horror|Thriller,2.0,1,2.0,3.0432033931459843
7 Women (a.k.a. Seven Women) (1966),7 Women (a.k.a. Seven Women),1966.0,Drama,41.0,12,3.4166666666666665,3.1559536518274975
7 Years (2006),7 Years,2006.0,Drama,5.5,2,2.75,3.054916126655061
7 Years (2016),7 Years,2016.0,Drama,37.0,10,3.7,3.2051431689265404
7 and 8 (2007),7 and 8,2007.0,Comedy,8.0,2,4.0,3.1190186907576254
7 años de matrimonio (2013),7 años de matrimonio,2013.0,Comedy|Romance,6.5,2,3.25,3.0805571522960866
7 from Etheria (2017),7 from Etheria,2017.0,Horror,11.0,3,3.6666666666666665,3.116043223488685
7 jours pas plus (2017),7 jours pas plus,2017.0,Comedy|Drama,3.0,1,3.0,3.0695191826196684
7-Man Army (1976),7-Man Army,1976.0,War,4.0,2,2.0,3.0164545881935227
7.2 (2014),7.2,2014.0,(no genres listed),4.0,1,4.0,3.0958349720933525
700 Sundays (2014),700 Sundays,2014.0,Comedy,34.5,9,3.8333333333333335,3.2204723682510306
71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994),71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls),1994.0,Drama,278.5,81,3.4382716049382718,3.3232349910131136
711 Ocean Drive (1950),711 Ocean Drive,1950.0,Crime|Drama|Film-Noir|Thriller,16.5,5,3.3,3.098612593798747
713-й просит посадку (1961),713-й просит посадку,1961.0,(no genres listed),3.0,1,3.0,3.0695191826196684
71: Into The Fire (Pohwasogeuro) (2010),71: Into The Fire (Pohwasogeuro),2010.0,War,108.0,32,3.375,3.212198970138368
72 Meters (2004),72 Meters,2004.0,Action|Drama|Thriller,93.5,29,3.2241379310344827,3.1385110445385966
72 Tenants of Prosperity (2010),72 Tenants of Prosperity,2010.0,Comedy,3.5,2,1.75,3.00363407537301
7333 seconds of Johanna (2017),7333 seconds of Johanna,2017.0,Drama,3.5,1,3.5,3.0826770773565104
7500 (2014),7500,2014.0,Action|Horror|Mystery|Thriller,95.5,40,2.3875,2.716126349864252
77 Minutes (2016),77 Minutes,2016.0,Documentary,8.0,3,2.6666666666666665,3.041043223488685
78/52 (2017),78/52,2017.0,Documentary,96.0,29,3.310344827586207,3.1763898324173847
7:19 (2016),7:19,2016.0,Drama|Thriller,10.5,3,3.5,3.103543223488685
7:35 in the Morning (2003),7:35 in the Morning,2003.0,(no genres listed),37.5,10,3.75,3.215781466798881
7A (2018),7A,2018.0,Drama,3.0,1,3.0,3.0695191826196684
7G Rainbow Colony (2004),7G Rainbow Colony,2004.0,Drama|Romance,31.5,9,3.5,3.155254976946683
7aam Arivu (2011),7aam Arivu,2011.0,(no genres listed),18.0,5,3.6,3.134326879513033
7eventy 5ive (2007),7eventy 5ive,2007.0,Horror|Thriller,10.0,5,2.0,2.9438506890368425
7th Cavalry (Seventh Cavalry) (1956),7th Cavalry (Seventh Cavalry),1956.0,Western,10.0,3,3.3333333333333335,3.091043223488685
"7th Dawn, The (1964)","7th Dawn, The",1964.0,Adventure|Drama|War,15.0,5,3.0,3.0628983080844616
7th Floor (2013),7th Floor,2013.0,Mystery|Thriller,73.0,22,3.3181818181818183,3.1634191345686
7th Heaven (Seventh Heaven) (1927),7th Heaven (Seventh Heaven),1927.0,Drama|Romance,108.5,33,3.287878787878788,3.1734532705649627
"7th Voyage of Sinbad, The (1958)","7th Voyage of Sinbad, The",1958.0,Action|Adventure|Fantasy,5202.0,1451,3.5851137146795313,3.5723398715991577
8 (2010),8,2010.0,War,6.0,2,3.0,3.067736639475574
8 1/2 (8½) (1963),8 1/2 (8½),1963.0,Drama|Fantasy,14046.5,3487,4.028247777459134,4.018201398677511
8 Bit Generation: The Commodore Wars (2016),8 Bit Generation: The Commodore Wars,2016.0,Documentary,4.0,1,4.0,3.0958349720933525
8 Dates (2008),8 Dates,2008.0,Comedy,7.0,2,3.5,3.0933776651165994
"8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun) (1984)","8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun)",1984.0,Action|Drama,101.5,28,3.625,3.309872752916114
8 First Dates (2012),8 First Dates,2012.0,Comedy,50.5,16,3.15625,3.0970137535763658
8 Heads in a Duffel Bag (1997),8 Heads in a Duffel Bag,1997.0,Comedy,3153.5,1207,2.612676056338028,2.6263197177970636
8 Mile (2002),8 Mile,2002.0,Drama,24506.0,7440,3.2938172043010754,3.2927165613133007
8 Million Ways to Die (1986),8 Million Ways to Die,1986.0,Action|Adventure|Crime|Thriller,151.5,49,3.0918367346938775,3.083043359762179
8 Minutes Idle (2014),8 Minutes Idle,2014.0,Comedy,10.0,3,3.3333333333333335,3.091043223488685
8 Murders a Day (2011),8 Murders a Day,2011.0,(no genres listed),5.0,1,5.0,3.122150761567037
8 New Dates (2015),8 New Dates,2015.0,Comedy|Romance,50.0,19,2.6315789473684212,2.9221737310633467
8 Remains (2018),8 Remains,2018.0,Mystery|Thriller,3.0,1,3.0,3.0695191826196684
8 Seconds (1994),8 Seconds,1994.0,Drama,1978.5,611,3.238134206219313,3.2286137792276968
8 Women (2002),8 Women,2002.0,Comedy|Crime|Musical|Mystery,3026.5,881,3.435300794551646,3.4206336916552806
8 X 10 Tasveer (2009),8 X 10 Tasveer,2009.0,Thriller,9.0,5,1.8,2.920041165227319
8 ½ $ (1999),8 ½ $,1999.0,Comedy|Crime,15.0,5,3.0,3.0628983080844616
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),1999.0,Comedy,763.5,269,2.8382899628252787,2.866476238364534
8-Ball (8-pallo) (2013),8-Ball (8-pallo),2013.0,Crime|Drama,58.5,18,3.25,3.12984961708268
80 Milionów (2011),80 Milionów,2011.0,Action,15.0,5,3.0,3.0628983080844616
80 Minutes (2008),80 Minutes,2008.0,Action|Crime|Thriller,3.5,2,1.75,3.00363407537301
800 Bullets (800 Balas) (2002),800 Bullets (800 Balas),2002.0,Comedy|Crime|Drama|Western,226.5,73,3.1027397260273974,3.0921975358140674
808 (2015),808,2015.0,Documentary,27.0,7,3.857142857142857,3.1964029304442594
8213: Gacy House (2010),8213: Gacy House,2010.0,Crime|Horror|Mystery,17.0,10,1.7,2.7796112540329236
84 Charing Cross Road (1987),84 Charing Cross Road,1987.0,Drama|Romance,1905.0,503,3.78727634194831,3.738225423962125
84 Charlie Mopic (1989),84 Charlie Mopic,1989.0,Adventure|Drama,2.5,1,2.5,3.0563612878828263
88 (2015),88,2015.0,Action|Thriller,25.0,11,2.272727272727273,2.8883693529072376
88 Minutes (2008),88 Minutes,2008.0,Crime|Drama|Mystery|Thriller,2373.0,815,2.9116564417177915,2.918593578567544
8: The Mormon Proposition (2010),8: The Mormon Proposition,2010.0,Documentary,87.0,26,3.3461538461538463,3.184789348246784
8:46 (2011),8:46,2011.0,Drama,4.0,1,4.0,3.0958349720933525
8MM (1999),8MM,1999.0,Drama|Mystery|Thriller,12444.5,4176,2.9800047892720305,2.980807436254343
8MM 2 (2005),8MM 2,2005.0,Drama|Mystery|Thriller,41.5,16,2.59375,2.927202432821649
8th Wonderland (2008),8th Wonderland,2008.0,Drama|Thriller,22.5,7,3.2142857142857144,3.094130203171532
9 (2005),9,2005.0,Animation|Fantasy,1130.0,325,3.476923076923077,3.4354743893357664
9 (2009),9,2009.0,Adventure|Animation|Sci-Fi,11383.5,3292,3.457928311057108,3.453632240594637
9 1/2 Weeks (Nine 1/2 Weeks) (1986),9 1/2 Weeks (Nine 1/2 Weeks),1986.0,Drama|Romance,5112.5,1714,2.982788798133022,2.9846611815759836
9 Dalmuir West (1962),9 Dalmuir West,1962.0,Documentary,5.0,1,5.0,3.122150761567037
9 Fingers (2018),9 Fingers,2018.0,Crime|Mystery,8.0,4,2.0,2.9668714375499365
9 Full Moons (2013),9 Full Moons,2013.0,Romance,5.0,1,5.0,3.122150761567037
9 Satra (2018),9 Satra,2018.0,Animation|Fantasy,3.5,1,3.5,3.0826770773565104
9 Songs (2004),9 Songs,2004.0,Drama|Romance,938.0,331,2.8338368580060425,2.85772208950964
9 Souls (Nain souruzu) (2003),9 Souls (Nain souruzu),2003.0,Drama,22.5,6,3.75,3.166086719524358
9 Star Hotel (Malon 9 Kochavim) (2007),9 Star Hotel (Malon 9 Kochavim),2007.0,Documentary,10.0,3,3.3333333333333335,3.091043223488685
9 Variations on a Dance Theme (1967),9 Variations on a Dance Theme,1967.0,(no genres listed),9.0,2,4.5,3.144659716398651
9-Man (2014),9-Man,2014.0,Documentary,7.5,2,3.75,3.106198177937112
9.79* (2012),9.79*,2012.0,(no genres listed),17.0,4,4.25,3.1863836326718875
9/11 (2002),9/11,2002.0,Documentary,599.0,174,3.442528735632184,3.3774489523201296
9/11 (2017),9/11,2017.0,Action|Drama,23.0,10,2.3,2.9072708285010087
9/11: The Falling Man (2006),9/11: The Falling Man,2006.0,Documentary,39.0,11,3.5454545454545454,3.180036019573904
90 Minutes (90 minutter) (2012),90 Minutes (90 minutter),2012.0,Drama,27.5,8,3.4375,3.1364828653232752
90 Minutes in Heaven (2015),90 Minutes in Heaven,2015.0,Drama,23.5,9,2.611111111111111,2.981341933468422
90° South (1933),90° South,1933.0,(no genres listed),5.0,2,2.5,3.0420956138345483
911 Nightmare (2016),911 Nightmare,2016.0,(no genres listed),13.0,4,3.25,3.0888226570621313
911: The Road to Tyranny (2002),911: The Road to Tyranny,2002.0,Documentary,4.5,1,4.5,3.1089928668301945
93 Days (2016),93 Days,2016.0,(no genres listed),3.5,1,3.5,3.0826770773565104
95 (2017),95,2017.0,Comedy|Drama,23.0,7,3.2857142857142856,3.1054938395351686
95 Miles to Go (2006),95 Miles to Go,2006.0,Comedy|Documentary,3.5,1,3.5,3.0826770773565104
95ers: Time Runners (2013),95ers: Time Runners,2013.0,Sci-Fi|Thriller,6.0,5,1.2,2.848612593798747
96 (2018),96,2018.0,Action|Romance,31.5,9,3.5,3.155254976946683
96 Minutes (2011) ,96 Minutes (2011) ,,Drama|Thriller,64.5,23,2.8043478260869565,2.9690288156591236
964 Pinocchio (1991),964 Pinocchio,1991.0,Horror|Sci-Fi,40.0,14,2.857142857142857,3.0125829203832826
976-EVIL (1989),976-EVIL,1989.0,Horror,338.0,166,2.036144578313253,2.22483610315048
976-EVIL II (1992),976-EVIL II,1992.0,Horror,23.5,12,1.9583333333333333,2.7988107946846403
977 (2006),977,2006.0,Drama|Sci-Fi,6.0,2,3.0,3.067736639475574
984: Prisoner of the Future (1982),984: Prisoner of the Future,1982.0,Drama|Sci-Fi,2.5,2,1.25,2.9779930497319844
99 (2009),99,2009.0,Comedy,4.5,1,4.5,3.1089928668301945
99 Dizengoff Street (1979),99 Dizengoff Street,1979.0,Drama|Romance,1.0,1,1.0,3.0168876036723
99 Homes (2014),99 Homes,2014.0,Drama,663.0,185,3.5837837837837836,3.4983861663943574
99 River Street (1953),99 River Street,1953.0,Action|Crime|Drama|Film-Noir,63.5,19,3.3421052631578947,3.1632451596347746
99 and 44/100% Dead (1974),99 and 44/100% Dead,1974.0,Action|Adventure|Comedy|Crime,27.5,9,3.0555555555555554,3.068298455207552
99 francs (2007),99 francs,2007.0,Comedy,1572.5,424,3.7087264150943398,3.6575742493265673
9th Company (2005),9th Company,2005.0,Action|Drama|War,603.0,184,3.277173913043478,3.2427227553825673
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn),2008.0,Documentary,90.0,26,3.4615384615384617,3.232408395865832
A (1998),A,1998.0,Documentary,11.0,3,3.6666666666666665,3.116043223488685
A 2nd Chance (2013),A 2nd Chance,2013.0,(no genres listed),20.0,6,3.3333333333333335,3.107947184640637
A Bad Idea Gone Wrong (2017),A Bad Idea Gone Wrong,2017.0,Comedy,21.5,7,3.0714285714285716,3.0714029304442594
A Bad Moms Christmas (2017),A Bad Moms Christmas,2017.0,Comedy,341.5,118,2.8940677966101696,2.9363982512228866
A Bag of Marbles (2017),A Bag of Marbles,2017.0,Drama,68.5,18,3.8055555555555554,3.311667798900862
A Bagful of Fleas (1962),A Bagful of Fleas,1962.0,(no genres listed),10.5,3,3.5,3.103543223488685
A Barefoot Dream (2010),A Barefoot Dream,2010.0,Drama,19.5,5,3.9,3.170041165227319
A Beautiful Demon: Kazuo Koike on Lady Snowblood (2016),A Beautiful Demon: Kazuo Koike on Lady Snowblood,2016.0,Documentary,3.0,1,3.0,3.0695191826196684
A Beautiful Planet (2016),A Beautiful Planet,2016.0,Documentary,18.0,5,3.6,3.134326879513033
A Bee in the Rain (1972),A Bee in the Rain,1972.0,Drama,10.0,4,2.5,3.015651925354814
A Beginner's Guide to Snuff (2016),A Beginner's Guide to Snuff,2016.0,Comedy|Horror|Thriller,6.5,2,3.25,3.0805571522960866
A Bela e o Paparazzo (2010),A Bela e o Paparazzo,2010.0,Comedy|Romance,4.0,1,4.0,3.0958349720933525
A Bell From Hell (1973),A Bell From Hell,1973.0,Horror,10.5,3,3.5,3.103543223488685
A Better Tomorrow (2018),A Better Tomorrow,2018.0,Action|Crime|Drama,8.0,3,2.6666666666666665,3.041043223488685
A Bill of Divorcement (1932),A Bill of Divorcement,1932.0,Drama,6.0,2,3.0,3.067736639475574
A Billion Lives (2016),A Billion Lives,2016.0,Documentary,5.5,2,2.75,3.054916126655061
A Black Ribbon for Deborah (1974),A Black Ribbon for Deborah,1974.0,(no genres listed),2.0,1,2.0,3.0432033931459843
"A Black Rose Is an Emblem of Sorrow, a Red Rose an Emblem of Love (1989)","A Black Rose Is an Emblem of Sorrow, a Red Rose an Emblem of Love",1989.0,Comedy|Drama|Fantasy|Romance,35.0,9,3.888888888888889,3.231341933468422
A Black Veil for Lisa (1968),A Black Veil for Lisa,1968.0,Thriller,2.0,1,2.0,3.0432033931459843
A Blade in the Dark (1983),A Blade in the Dark,1983.0,Horror|Thriller,37.0,15,2.466666666666667,2.896956325760527
A Blank on the Map (1971),A Blank on the Map,1971.0,Documentary,5.0,1,5.0,3.122150761567037
A Blood Pledge (2009),A Blood Pledge,2009.0,Horror,5.0,2,2.5,3.0420956138345483
A Bloody Aria (2006),A Bloody Aria,2006.0,Action|Drama|Horror|Thriller,7.0,2,3.5,3.0933776651165994
A Blue Automobile (2004),A Blue Automobile,2004.0,(no genres listed),2.0,1,2.0,3.0432033931459843
A Bluebird in My Heart (2018),A Bluebird in My Heart,2018.0,Thriller,3.0,1,3.0,3.0695191826196684
A Body to Die For: The Aaron Henry Story (1994),A Body to Die For: The Aaron Henry Story,1994.0,Drama,4.0,1,4.0,3.0958349720933525
A Bomb Was Stolen (1961),A Bomb Was Stolen,1961.0,Comedy|Fantasy|Sci-Fi,10.0,4,2.5,3.015651925354814
A Boring Story (1983),A Boring Story,1983.0,(no genres listed),8.0,2,4.0,3.1190186907576254
A Borrowed Life (1994),A Borrowed Life,1994.0,Drama,12.5,3,4.166666666666667,3.153543223488685
A Bottle in the Gaza Sea (2012),A Bottle in the Gaza Sea,2012.0,Drama,35.5,10,3.55,3.173228275309519
A Boy Called Po (2016),A Boy Called Po,2016.0,Drama|Fantasy,7.0,2,3.5,3.0933776651165994
A Boy Called Sailboat (2018),A Boy Called Sailboat,2018.0,Comedy|Drama,17.0,6,2.8333333333333335,3.038179742780172
A Boy and His Samurai (2010),A Boy and His Samurai,2010.0,Comedy|Drama|Romance,7.0,2,3.5,3.0933776651165994
A Boy from Calabria (1987),A Boy from Calabria,1987.0,Drama,3.0,1,3.0,3.0695191826196684
A Boy. A Girl. A Dream: Love on Election Night (2018),A Boy. A Girl. A Dream: Love on Election Night,2018.0,Romance,5.0,2,2.5,3.0420956138345483
A Boyfriend for Christmas (2004),A Boyfriend for Christmas,2004.0,Children|Comedy|Drama|Romance,8.0,2,4.0,3.1190186907576254
A Boyfriend for My Wife (2008),A Boyfriend for My Wife,2008.0,Comedy|Drama|Romance,25.5,7,3.642857142857143,3.16231202135335
A Brand New Life (2009),A Brand New Life,2009.0,Drama,29.0,8,3.625,3.1698161986566085
A Brave Heart: The Lizzie Velasquez Story (2015),A Brave Heart: The Lizzie Velasquez Story,2015.0,Documentary,25.5,7,3.642857142857143,3.16231202135335
A Bread Factory Part One: For the Sake of Gold (2018),A Bread Factory Part One: For the Sake of Gold,2018.0,Comedy|Drama,7.5,2,3.75,3.106198177937112
A Bread Factory Part Two: Walk with Me a While (2018),A Bread Factory Part Two: Walk with Me a While,2018.0,Comedy|Drama,6.5,2,3.25,3.0805571522960866
A Bride for Christmas (2012),A Bride for Christmas,2012.0,Comedy,26.0,8,3.25,3.103149531989942
A Bride for Henry (1937),A Bride for Henry,1937.0,Comedy,7.0,2,3.5,3.0933776651165994
A Bride for Rip Van Winkle (2016),A Bride for Rip Van Winkle,2016.0,Drama,60.0,15,4.0,3.339264018068219
A Brief Season (1969),A Brief Season,1969.0,(no genres listed),0.5,1,0.5,3.0037297089354578
A Bright Shining Lie (1998),A Bright Shining Lie,1998.0,Drama|War,16.0,6,2.6666666666666665,3.0149239288266836
A Brilliant Madness (2002),A Brilliant Madness,2002.0,(no genres listed),4.0,1,4.0,3.0958349720933525
A Brokedown Melody (2004),A Brokedown Melody,2004.0,Action|Adventure|Documentary|Drama,3.5,1,3.5,3.0826770773565104
A Bronx Morning (1931),A Bronx Morning,1931.0,Documentary,10.0,3,3.3333333333333335,3.091043223488685
A Brother (2018),A Brother,2018.0,Drama|Romance,8.5,2,4.25,3.131839203578138
A Brother's Love (2019),A Brother's Love,2019.0,Drama,2.5,4,0.625,2.832725096086522
A Bucket of Blood (1995),A Bucket of Blood,1995.0,Comedy|Horror|Thriller,7.0,3,2.3333333333333335,3.0160432234886847
A Buddha (2005),A Buddha,2005.0,Drama,12.0,3,4.0,3.1410432234886847
A Bullet for Pretty Boy (1970),A Bullet for Pretty Boy,1970.0,Action|Crime|Drama|Thriller,2.5,1,2.5,3.0563612878828263
A Bullet for Sandoval (1969),A Bullet for Sandoval,1969.0,Action|Western,6.5,2,3.25,3.0805571522960866
A Bullet for a Stranger (1971),A Bullet for a Stranger,1971.0,Western,5.5,2,2.75,3.054916126655061
A Bunny's Tale (1985),A Bunny's Tale,1985.0,(no genres listed),4.5,1,4.5,3.1089928668301945
A Busy Day (1914),A Busy Day,1914.0,Comedy,9.0,5,1.8,2.920041165227319
A Cage of Nightingales (1945),A Cage of Nightingales,1945.0,Drama,6.5,2,3.25,3.0805571522960866
A Carne é Fraca (2004),A Carne é Fraca,2004.0,Documentary,3.5,1,3.5,3.0826770773565104
A Castle Within a Castle (1955),A Castle Within a Castle,1955.0,Documentary,3.0,1,3.0,3.0695191826196684
A Castle in Italy (2013),A Castle in Italy,2013.0,Comedy|Drama,4.5,2,2.25,3.0292751010140355
A Chairy Tale (1957),A Chairy Tale,1957.0,Animation|Comedy|Fantasy,20.5,7,2.9285714285714284,3.0486756577169865
A Chance of Snow (1998),A Chance of Snow,1998.0,(no genres listed),3.0,1,3.0,3.0695191826196684
A Change of Place (1994),A Change of Place,1994.0,Drama|Romance,4.5,1,4.5,3.1089928668301945
A Change of Seasons (1980),A Change of Seasons,1980.0,Comedy|Drama|Romance,5.5,2,2.75,3.054916126655061
A Charlie Brown Thanksgiving (1973),A Charlie Brown Thanksgiving,1973.0,Animation|Children|Comedy,46.5,15,3.1,3.0796486334528343
A Cheerful Gang Turns the Earth (2006),A Cheerful Gang Turns the Earth,2006.0,Comedy|Crime|Drama,2.0,1,2.0,3.0432033931459843
A Chinese Ghost Story (2011),A Chinese Ghost Story,2011.0,Fantasy|Sci-Fi,17.0,6,2.8333333333333335,3.038179742780172
A Chinese Ghost Story III (1991),A Chinese Ghost Story III,1991.0,Action|Comedy|Fantasy|Horror,19.0,6,3.1666666666666665,3.0846913706871484
A Chinese Odyssey Part One: Pandora's Box (1995),A Chinese Odyssey Part One: Pandora's Box,1995.0,Adventure|Fantasy,40.0,11,3.6363636363636362,3.2008693529072376
A Chinese Odyssey Part Two: Cinderella (1995),A Chinese Odyssey Part Two: Cinderella,1995.0,Comedy,20.5,6,3.4166666666666665,3.119575091617381
A Chinese in a Coma (2000),A Chinese in a Coma,2000.0,Comedy,8.5,3,2.8333333333333335,3.053543223488685
A Christmas Carol (1954),A Christmas Carol,1954.0,Children,2.0,1,2.0,3.0432033931459843
A Christmas Carol (2015),A Christmas Carol,2015.0,Drama|Fantasy,14.0,6,2.3333333333333335,2.9684123009197068
